Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-alternate-penny-loafer-tan,THE ALTERNATE - Penny Loafer- Tan,"<a href=""https://luxury.tatacliq.com/the-alternate-penny-loafer--tan/p-mp000000021610171"">View Product</a>",THE ALTERNATE,,Formal Shoes,"Formal Shoes, THE ALTERNATE",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5890.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000021610127_658Wx734H_202508061619451.jpg?v=1757148020,1,"",false,,,,kg,,,active
the-alternate-suede-loafers-beige,THE ALTERNATE - Suede Loafers- Beige,"<a href=""https://luxury.tatacliq.com/the-alternate-suede-loafers--beige/p-mp000000021610090"">View Product</a>",THE ALTERNATE,,Formal Shoes,"Formal Shoes, THE ALTERNATE",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,6190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000021610082_658Wx734H_202508061619541.jpg?v=1757148019,1,"",false,,,,kg,,,active
the-alternate-single-monk-strap-black,THE ALTERNATE - Single Monk Strap- Black,"<a href=""https://luxury.tatacliq.com/the-alternate-single-monk-strap--black/p-mp000000021610138"">View Product</a>",THE ALTERNATE,,Formal Shoes,"Formal Shoes, THE ALTERNATE",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,6990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000021610174_658Wx734H_202508061618421.jpg?v=1757148017,1,"",false,,,,kg,,,active
aldo-men-s-zigofa-in201-dark-brown-monk-strap-sandals,ALDO - Men's ZIGOFA-IN201 Dark Brown Monk Strap Sandals,"<a href=""https://luxury.tatacliq.com/aldo-men's-zigofa-in201-dark-brown-monk-strap-sandals/p-mp000000024484468"">View Product</a>",ALDO,,Formal Shoes,"ALDO, Formal Shoes",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,18999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000024484461_658Wx734H_202411222057131.jpg?v=1757148015,1,"",false,,,,kg,,,active
whitemuds-camden-horsebit-tan-slip-ons,WHITEMUDS - Camden Horsebit Tan Slip Ons,"<a href=""https://luxury.tatacliq.com/whitemuds-camden-horsebit-tan-slip-ons/p-mp000000025467789"">View Product</a>",WHITEMUDS,,Formal Shoes,"Formal Shoes, WHITEMUDS",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,10995.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025467781_658Wx734H_202505011938521.jpg?v=1757148014,1,"",false,,,,kg,,,active
luxoro-formello-men-s-stridegrip-brown-monk-strap-shoes,LUXORO FORMELLO - Men's Stridegrip Brown Monk Strap Shoes,"<a href=""https://luxury.tatacliq.com/luxoro-formello-men's-stridegrip-brown-monk-strap-shoes/p-mp000000025509944"">View Product</a>",LUXORO FORMELLO,,Formal Shoes,"Formal Shoes, LUXORO FORMELLO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,11691.00,12990.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025509934_658Wx734H_202502262023001.jpg?v=1757148012,1,"",false,,,,kg,,,active
whitemuds-thames-brown-suede-slip-ons,WHITEMUDS - Thames Brown Suede Slip Ons,"<a href=""https://luxury.tatacliq.com/whitemuds-thames-brown-suede-slip-ons/p-mp000000025467725"">View Product</a>",WHITEMUDS,,Formal Shoes,"Formal Shoes, WHITEMUDS",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,8995.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025467711_658Wx734H_202505011944591.jpg?v=1757148011,1,"",false,,,,kg,,,active
luxoro-formello-men-s-stridegrip-black-monk-strap-shoes,LUXORO FORMELLO - Men's Stridegrip Black Monk Strap Shoes,"<a href=""https://luxury.tatacliq.com/luxoro-formello-men's-stridegrip-black-monk-strap-shoes/p-mp000000025509937"">View Product</a>",LUXORO FORMELLO,,Formal Shoes,"Formal Shoes, LUXORO FORMELLO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,11691.00,12990.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025509932_658Wx734H_202502262023001.jpg?v=1757148010,1,"",false,,,,kg,,,active
rosso-brunello-men-s-coffee-formal-slipon,ROSSO BRUNELLO - Men's Coffee Formal Slipon,"<a href=""https://luxury.tatacliq.com/rosso-brunello-men's-coffee-formal-slipon/p-mp000000027560774"">View Product</a>",ROSSO BRUNELLO,,Formal Shoes,"Formal Shoes, ROSSO BRUNELLO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,13999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027560745_658Wx734H_202507270516261.jpg?v=1757148007,1,"",false,,,,kg,,,active
rosso-brunello-men-s-coffee-monk-strap-shoes,ROSSO BRUNELLO - Men's Coffee Monk Strap Shoes,"<a href=""https://luxury.tatacliq.com/rosso-brunello-men's-coffee-monk-strap-shoes/p-mp000000025431403"">View Product</a>",ROSSO BRUNELLO,,Formal Shoes,"Formal Shoes, ROSSO BRUNELLO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,16999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025431388_658Wx734H_202502182226231.jpg?v=1757148006,1,"",false,,,,kg,,,active
aldo-men-s-holtlanflex-in220-cognac-monk-shoes,ALDO - Men's HOLTLANFLEX-IN220 Cognac Monk Shoes,"<a href=""https://luxury.tatacliq.com/aldo-men's-holtlanflex-in220-cognac-monk-shoes/p-mp000000025542853"">View Product</a>",ALDO,,Formal Shoes,"ALDO, Formal Shoes",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,9590.00,15999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025542848_658Wx734H_202503011715321.jpg?v=1757148005,1,"",false,,,,kg,,,active
the-alternate-suede-loafers-green,THE ALTERNATE - Suede Loafers - Green,"<a href=""https://luxury.tatacliq.com/the-alternate-suede-loafers---green/p-mp000000021610164"">View Product</a>",THE ALTERNATE,,Formal Shoes,"Formal Shoes, THE ALTERNATE",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000021610114_658Wx734H_202508061619341.jpg?v=1757148004,1,"",false,,,,kg,,,active
the-alternate-suede-loafers-black,THE ALTERNATE - Suede Loafers - Black,"<a href=""https://luxury.tatacliq.com/the-alternate-suede-loafers---black/p-mp000000021610157"">View Product</a>",THE ALTERNATE,,Formal Shoes,"Formal Shoes, THE ALTERNATE",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000021610154_658Wx734H_202508061619461.jpg?v=1757148002,1,"",false,,,,kg,,,active
luxoro-formello-men-s-chris-miller-brown-monk-shoes,LUXORO FORMELLO - Men's Chris Miller Brown Monk Shoes,"<a href=""https://luxury.tatacliq.com/luxoro-formello-men's-chris-miller-brown-monk-shoes/p-mp000000010715992"">View Product</a>",LUXORO FORMELLO,,Formal Shoes,"Formal Shoes, LUXORO FORMELLO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,11691.00,12990.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000010715978_658Wx734H_202109250751141.jpg?v=1757148001,1,"",false,,,,kg,,,active
luxoro-formello-men-s-marcos-lace-ups-brown-derby-shoes,LUXORO FORMELLO - Men's Marcos Lace Ups Brown Derby Shoes,"<a href=""https://luxury.tatacliq.com/luxoro-formello-men's-marcos-lace-ups-brown-derby-shoes/p-mp000000013236102"">View Product</a>",LUXORO FORMELLO,,Formal Shoes,"Formal Shoes, LUXORO FORMELLO",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,11691.00,12990.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000013236081_658Wx734H_202205241715191.jpg?v=1757148000,1,"",false,,,,kg,,,active
bugatti-men-s-cobie-black-back-strap-sandals,BUGATTI -  Men's Cobie Black Back Strap Sandals,"<a href=""https://luxury.tatacliq.com/bugatti-men's-cobie-black-back-strap-sandals/p-mp000000026061840"">View Product</a>",BUGATTI,Apparel & Accessories > Shoes > Sandals,Sandals,"BUGATTI, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5990.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026061818_658Wx734H_202504102136061.jpg?v=1757147577,1,"",false,,,,kg,,,active
monkstory-monk-story-brown-criss-cross-slip-on-sandal,MONKSTORY - Monk Story Brown Criss Cross Slip-On Sandal,"<a href=""https://luxury.tatacliq.com/monk-story-brown-criss-cross-slip-on-sandal/p-mp000000025348777"">View Product</a>",MONKSTORY,Apparel & Accessories > Shoes > Sandals,Sandals,"MONKSTORY, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,3440.00,6490.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025348763_658Wx734H_202502121240371.jpg?v=1757147577,1,"",false,,,,kg,,,active
ecco-men-s-cozmo-black-slide-sandals,ECCO -  Men's Cozmo Black Slide Sandals,"<a href=""https://luxury.tatacliq.com/ecco-men's-cozmo-black-slide-sandals/p-mp000000027161430"">View Product</a>",ECCO,Apparel & Accessories > Shoes > Sandals,Sandals,"ECCO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,10999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027161449_658Wx734H_202506292322461.jpg?v=1757147575,1,"",false,,,,kg,,,active
dmodot-men-s-pelle-kohlo-nero-black-toe-ring-sandals,DMODOT -  Men's Pelle Kohlo Nero Black Toe Ring Sandals,"<a href=""https://luxury.tatacliq.com/dmodot-men's-pelle-kohlo-nero-black-toe-ring-sandals/p-mp000000026902295"">View Product</a>",DMODOT,Apparel & Accessories > Shoes > Sandals,Sandals,"DMODOT, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026902296_658Wx734H_202507101117131.jpg?v=1757147574,1,"",false,,,,kg,,,active
ecco-men-s-cozmo-marine-slide-sandals,ECCO -  Men's Cozmo Marine Slide Sandals,"<a href=""https://luxury.tatacliq.com/ecco-men's-cozmo-marine-slide-sandals/p-mp000000027161405"">View Product</a>",ECCO,Apparel & Accessories > Shoes > Sandals,Sandals,"ECCO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,9999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027161396_658Wx734H_202506292318551.jpg?v=1757147573,1,"",false,,,,kg,,,active
rosso-brunello-men-s-navy-thong-sandals,ROSSO BRUNELLO -  Men's Navy Thong Sandals,"<a href=""https://luxury.tatacliq.com/rosso-brunello-men's-navy-thong-sandals/p-mp000000023680095"">View Product</a>",ROSSO BRUNELLO,Apparel & Accessories > Shoes > Sandals,Sandals,"ROSSO BRUNELLO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,6649.00,9499.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000023680669_658Wx734H_202409180013091.jpg?v=1757147572,1,"",false,,,,kg,,,active
adidas-men-s-aztex-green-floater-sandals,ADIDAS -  Men's Aztex Green Floater Sandals,"<a href=""https://luxury.tatacliq.com/adidas-men's-aztex-green-floater-sandals/p-mp000000027026550"">View Product</a>",ADIDAS,Apparel & Accessories > Shoes > Sandals,Sandals,"ADIDAS, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,3599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027026530_658Wx734H_202506182100421.jpg?v=1757147571,1,"",false,,,,kg,,,active
rosso-brunello-men-s-tan-cross-strap-sandals,ROSSO BRUNELLO -  Men's Tan Cross Strap Sandals,"<a href=""https://luxury.tatacliq.com/rosso-brunello-men's-tan-cross-strap-sandals/p-mp000000026880819"">View Product</a>",ROSSO BRUNELLO,Apparel & Accessories > Shoes > Sandals,Sandals,"ROSSO BRUNELLO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,8999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026880806_658Wx734H_202506062143321.jpg?v=1757147570,1,"",false,,,,kg,,,active
adidas-men-s-crest-kick-grey-floaters,ADIDAS -  Men's CREST KICK Grey Floaters,"<a href=""https://luxury.tatacliq.com/adidas-men's-crest-kick-grey-floaters/p-mp000000026967459"">View Product</a>",ADIDAS,Apparel & Accessories > Shoes > Sandals,Sandals,"ADIDAS, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2394.00,3999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026967445_658Wx734H_202506141342101.jpg?v=1757147569,1,"",false,,,,kg,,,active
aldo-men-s-warleya-in201-dark-brown-gladiator-sandals,ALDO -  Men's WARLEYA-IN201 Dark Brown Gladiator Sandals,"<a href=""https://luxury.tatacliq.com/aldo-men's-warleya-in201-dark-brown-gladiator-sandals/p-mp000000026964578"">View Product</a>",ALDO,Apparel & Accessories > Shoes > Sandals,Sandals,"ALDO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,7490.00,14999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026964563_658Wx734H_202506132355051.jpg?v=1757147568,1,"",false,,,,kg,,,active
aldo-men-s-deniels-in260-medium-beige-slide-sandals,ALDO -  Men's DENIELS-IN260 Medium Beige Slide Sandals,"<a href=""https://luxury.tatacliq.com/aldo-men's-deniels-in260-medium-beige-slide-sandals/p-mp000000026054885"">View Product</a>",ALDO,Apparel & Accessories > Shoes > Sandals,Sandals,"ALDO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,9999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026054867_658Wx734H_202504101537371.jpg?v=1757147567,1,"",false,,,,kg,,,active
aldo-men-s-marrina-in410-navy-cross-strap-sandals,ALDO -  Men's MARRINA-IN410 Navy Cross Strap Sandals,"<a href=""https://luxury.tatacliq.com/aldo-men's-marrina-in410-navy-cross-strap-sandals/p-mp000000026964569"">View Product</a>",ALDO,Apparel & Accessories > Shoes > Sandals,Sandals,"ALDO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5990.00,9999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026964555_658Wx734H_202506132355011.jpg?v=1757147566,1,"",false,,,,kg,,,active
rosso-brunello-coffee-leather-formal-slippers,ROSSO BRUNELLO -  Coffee Leather Formal Slippers,"<a href=""https://luxury.tatacliq.com/rosso-brunello-coffee-leather-formal-slippers/p-mp000000025150845"">View Product</a>",ROSSO BRUNELLO,Apparel & Accessories > Shoes > Sandals,Sandals,"ROSSO BRUNELLO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,8999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025150841_658Wx734H_202501262053031.jpg?v=1757147565,1,"",false,,,,kg,,,active
tommy-hilfiger-men-s-desert-sky-cross-strap-sandals,TOMMY HILFIGER -  Men's Desert Sky Cross Strap Sandals,"<a href=""https://luxury.tatacliq.com/tommy-hilfiger-men's-desert-sky-cross-strap-sandals/p-mp000000026809327"">View Product</a>",TOMMY HILFIGER,Apparel & Accessories > Shoes > Sandals,Sandals,"Sandals, TOMMY HILFIGER",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026809323_658Wx734H_202505311654421.jpg?v=1757147564,1,"",false,,,,kg,,,active
adidas-men-s-prodence-brown-back-strap-sandals,ADIDAS -  Men's Prodence Brown Back Strap Sandals,"<a href=""https://luxury.tatacliq.com/adidas-men's-prodence-brown-back-strap-sandals/p-mp000000027375275"">View Product</a>",ADIDAS,Apparel & Accessories > Shoes > Sandals,Sandals,"ADIDAS, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4299.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027375227_658Wx734H_202507150116011.jpg?v=1757147564,1,"",false,,,,kg,,,active
under-armour-men-s-mercenary-navy-slide-sandals,UNDER ARMOUR -  Men's Mercenary Navy Slide Sandals,"<a href=""https://luxury.tatacliq.com/under-armour-men's-mercenary-navy-slide-sandals/p-mp000000024869962"">View Product</a>",UNDER ARMOUR,Apparel & Accessories > Shoes > Sandals,Sandals,"Sandals, UNDER ARMOUR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,4499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000024869951_658Wx734H_202412291411321.jpg?v=1757147563,1,"",false,,,,kg,,,active
rosso-brunello-men-s-black-cross-strap-sandals,ROSSO BRUNELLO -  Men's Black Cross Strap Sandals,"<a href=""https://luxury.tatacliq.com/rosso-brunello-men's-black-cross-strap-sandals/p-mp000000026880810"">View Product</a>",ROSSO BRUNELLO,Apparel & Accessories > Shoes > Sandals,Sandals,"ROSSO BRUNELLO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,8999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026880797_658Wx734H_202506062143151.jpg?v=1757147562,1,"",false,,,,kg,,,active
tommy-hilfiger-men-s-black-cross-strap-sandals,TOMMY HILFIGER -  Men's Black Cross Strap Sandals,"<a href=""https://luxury.tatacliq.com/tommy-hilfiger-men's-black-cross-strap-sandals/p-mp000000026809321"">View Product</a>",TOMMY HILFIGER,Apparel & Accessories > Shoes > Sandals,Sandals,"Sandals, TOMMY HILFIGER",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5599.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026809317_658Wx734H_202505311654311.jpg?v=1757147561,1,"",false,,,,kg,,,active
aldo-men-s-deniels-in004-open-black-slide-sandals,ALDO -  Men's DENIELS-IN004 Open Black Slide Sandals,"<a href=""https://luxury.tatacliq.com/aldo-men's-deniels-in004-open-black-slide-sandals/p-mp000000026054882"">View Product</a>",ALDO,Apparel & Accessories > Shoes > Sandals,Sandals,"ALDO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5990.00,9999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026054862_658Wx734H_202504101537311.jpg?v=1757147560,1,"",false,,,,kg,,,active
adidas-men-s-prodence-grey-back-strap-sandals,ADIDAS -  Men's Prodence Grey Back Strap Sandals,"<a href=""https://luxury.tatacliq.com/adidas-men's-prodence-grey-back-strap-sandals/p-mp000000027026533"">View Product</a>",ADIDAS,Apparel & Accessories > Shoes > Sandals,Sandals,"ADIDAS, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,2364.00,4299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027026533_658Wx734H_202506182100481.jpg?v=1757147561,1,"",false,,,,kg,,,active
under-armour-men-s-ignite-select-graphic-red-logo-slide-sandals,UNDER ARMOUR -  Men's Ignite Select Graphic Red Logo Slide Sandals,"<a href=""https://luxury.tatacliq.com/under-armour-men's-ignite-select-graphic-red-logo-slide-sandals/p-mp000000024869894"">View Product</a>",UNDER ARMOUR,Apparel & Accessories > Shoes > Sandals,Sandals,"Sandals, UNDER ARMOUR",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,3499.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000024869885_658Wx734H_202412291408251.jpg?v=1757147558,1,"",false,,,,kg,,,active
aldo-men-s-marrina-in265-white-cross-strap-sandals,ALDO -  Men's MARRINA-IN265 White Cross Strap Sandals,"<a href=""https://luxury.tatacliq.com/aldo-men's-marrina-in265-white-cross-strap-sandals/p-mp000000026964539"">View Product</a>",ALDO,Apparel & Accessories > Shoes > Sandals,Sandals,"ALDO, Sandals",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,5990.00,9999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000026964528_658Wx734H_202506132353571.jpg?v=1757147557,1,"",false,,,,kg,,,active
navy-cotton-regular-fit-jacket,Navy Cotton Regular Fit Jacket,"<a href=""https://luxury.tatacliq.com/tommy-hilfiger-navy-cotton-regular-fit-jacket/p-mp000000027879781"">View Product</a>",TOMMY HILFIGER,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"Jackets, TOMMY HILFIGER",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,7999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027879772_658Wx734H_202508222140061.jpg?v=1757146803,1,"",false,,,,kg,,,active
blue-quilted-regular-fit-nylon-jacket,Blue Quilted Regular Fit Nylon Jacket,"<a href=""https://luxury.tatacliq.com/calvin-klein-jeans-blue-quilted-regular-fit-nylon-jacket/p-mp000000027307515"">View Product</a>",CALVIN KLEIN JEANS,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"CALVIN KLEIN JEANS, Jackets",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,8189.00,12599.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027307499_658Wx734H_202507090451201.jpg?v=1757146801,1,"",false,,,,kg,,,active
denim-medium-comfort-fit-jacket,Denim Medium Comfort Fit Jacket,"<a href=""https://luxury.tatacliq.com/calvin-klein-jeans-denim-medium-comfort-fit-jacket/p-mp000000027702257"">View Product</a>",CALVIN KLEIN JEANS,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"CALVIN KLEIN JEANS, Jackets",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,6499.00,9999.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027702241_658Wx734H_202508081251461.jpg?v=1757146800,1,"",false,,,,kg,,,active
jet-black-polyamide-printed-windbreaker-jacket,Jet Black Polyamide Printed Windbreaker Jacket,"<a href=""https://luxury.tatacliq.com/guess-jet-black-polyamide-printed-windbreaker-jacket/p-mp000000024348349"">View Product</a>",GUESS,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"GUESS, Jackets",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,9750.00,19500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000024348332_658Wx734H_202411101704201.jpg?v=1757146798,1,"",false,,,,kg,,,active
clubhouse-regular-fit-denim-jacket,Clubhouse Regular Fit Denim Jacket,"<a href=""https://luxury.tatacliq.com/guess-clubhouse-regular-fit-denim-jacket/p-mp000000025083442"">View Product</a>",GUESS,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"GUESS, Jackets",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,9500.00,19000.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000025083463_658Wx734H_202501211632211.jpg?v=1757146797,1,"",false,,,,kg,,,active
beige-cotton-regular-fit-jacket,Beige Cotton Regular Fit Jacket,"<a href=""https://luxury.tatacliq.com/tommy-hilfiger-beige-cotton-regular-fit-jacket/p-mp000000027879810"">View Product</a>",TOMMY HILFIGER,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"Jackets, TOMMY HILFIGER",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,7999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027879795_658Wx734H_202508222140541.jpg?v=1757146795,1,"",false,,,,kg,,,active
green-regular-fit-puffer-jacket,Green Regular Fit Puffer Jacket,"<a href=""https://luxury.tatacliq.com/guess-green-regular-fit-puffer-jacket/p-mp000000023808673"">View Product</a>",GUESS,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"GUESS, Jackets",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,8750.00,17500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000023808745_658Wx734H_202409232315541.jpg?v=1757146794,1,"",false,,,,kg,,,active
jet-black-polyamide-blend-solid-biker-jacket,Jet Black Polyamide Blend Solid Biker Jacket,"<a href=""https://luxury.tatacliq.com/guess-jet-black-polyamide-blend-solid-biker-jacket/p-mp000000024348582"">View Product</a>",GUESS,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"GUESS, Jackets",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,8750.00,17500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000024348576_658Wx734H_202411101713521.jpg?v=1757146793,1,"",false,,,,kg,,,active
jet-black-polyester-blend-solid-harrington-jacket,Jet Black Polyester Blend Solid Harrington Jacket,"<a href=""https://luxury.tatacliq.com/guess-jet-black-polyester-blend-solid-harrington-jacket/p-mp000000024348641"">View Product</a>",GUESS,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"GUESS, Jackets",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,9250.00,18500.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000024348628_658Wx734H_202411101716141.jpg?v=1757146791,1,"",false,,,,kg,,,active
blue-cotton-comfort-fit-denim-jacket,Blue Cotton Comfort Fit Denim Jacket,"<a href=""https://luxury.tatacliq.com/tommy-hilfiger-blue-cotton-comfort-fit-denim-jacket/p-mp000000027897494"">View Product</a>",TOMMY HILFIGER,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Jackets,"Jackets, TOMMY HILFIGER",true,Title,Default Title,,,,,,,,,0.0,,100,deny,manual,6999.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0631/4590/2139/files/MP000000027897476_658Wx734H_202508232340161.jpg?v=1757146790,1,"",false,,,,kg,,,active
